ID,Store Number,Store Name,Address,City,State,Zip Code,Route Number,Driver,Region,Territory,Sub-Territory,Latitude,Longitude,Last Sale,Last Visited,Dormant
CASH0073,CASH0073,Check Cashier,3401 Eastern Ave,Baltimore,MD,21224,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2863326,-76.5688373,,,Yes
CASH0074,CASH0074,Cherry Hill Shell,2600 Spelman Rd,Baltimore,MD,21225,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.248441,-76.62933,2026-03-02,,No
CASH0080,CASH0080,Choice Deli,1823 Hollins St,Baltimore,MD,21223,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2871423,-76.6459715,,,Yes
CASH0082,CASH0082,Citgo Harford Rd,6800 Harford Rd,Baltimore,MD,21234,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3647794,-76.5511571,,,Yes
CASH0086,CASH0086,Columbia Citgo,7190 Columbia Gateway Dr,Columbia,MD,21046,200,Route 200 Driver,Howard County,Howard County,Howard County,39.193,-76.818,,,Yes
CASH0087,CASH0087,Columbia Sunoco,5415 Twin Knolls Rd,Columbia,MD,21045,200,Route 200 Driver,Howard County,Howard County,Howard County,39.2207895,-76.8434801,2026-02-16,,No
CASH0089,CASH0089,Corner Market,1340 S Clinton St,Baltimore,MD,21224,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2768464,-76.5693403,,,Yes
CASH0092,CASH0092,Dash In Elkridge,6100 Meadowridge Rd,Elkridge,MD,21075,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.207,-76.7135,2026-03-02,,No
CASH0093,CASH0093,Dash In Laurel,13401 Laurel Bowie Rd,Laurel,MD,20708,200,Route 200 Driver,Prince George's County,Prince George's County,Prince George's County,39.072338,-76.8463457,,,Yes
CASH0096,CASH0096,Deans Food Market,2600 Frederick Ave,Baltimore,MD,21223,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2826014,-76.6574859,,,Yes
CASH0102,CASH0102,Dundalk Sunoco,7601 German Hill Rd,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.282987,-76.5190869,,,Yes
CASH0103,CASH0103,Dundalk Valero,1301 Merritt Blvd,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.280194,-76.5046826,,,Yes
CASH0108,CASH0108,East Side Exxon,6300 Eastern Ave,Baltimore,MD,21224,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2878953,-76.5407535,,,Yes
CASH0109,CASH0109,Eastside Liquor And Grocery,501 S Lehigh St,Baltimore,MD,21224,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2866377,-76.5578181,,,Yes
CASH0111,CASH0111,Edmondson Shell,4300 Edmondson Ave,Baltimore,MD,21229,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2934209,-76.6880053,,,Yes
CASH0114,CASH0114,Elite Food Mart,2525 Annapolis Rd,Baltimore,MD,21230,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2601111,-76.6361435,,2026-01-15,No
CASH0116,CASH0116,Exxon Glen Burnie,7200 Ritchie Hwy,Glen Burnie,MD,21061,200,Route 200 Driver,Anne Arundel County,Anne Arundel County,Anne Arundel County,39.175654,-76.617455,2026-03-03,,No
CASH0090,CASH0090,Deli Marquet,2906 Garrison Blvd,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.320734,-76.6778745,,,Yes
CASH0091,CASH0091,Discount Liquor,7542 Belair Rd,Baltimore,MD,21236,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3642275,-76.5204014,,,Yes
CASH0097,CASH0097,Dr Deli & Grocery,2808 Jefferson St,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2971021,-76.5773184,,,Yes
CASH0099,CASH0099,Dundalk Carryout Market,2021 Dundalk Ave,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2669458,-76.5279202,2026-03-02,,No
CASH0101,CASH0101,Eagle Mart,3101 Pulasky Hwy,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2938,-76.6195,,2026-01-19,No
CASH0105,CASH0105,Economy Mart,1533 W Baltimore St,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2881562,-76.6421948,,2024-09-14,Yes
CASH0066,CASH0066,Casa Blanca Quick Mart,2517 E Oliver St,Baltimore,MD,21213,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3078296,-76.5821716,,,Yes
CASH0071,CASH0071,Circle K Falls Rd,4434 Falls Rd,Baltimore,MD,21211,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3428573,-76.6405779,,,Yes
CASH0072,CASH0072,Citgo 2011 Orleans,2011 Orleans,Baltimore,MD,21287,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2952923,-76.5883002,,,Yes
CASH0075,CASH0075,Cooley's Grocery,2739 Ashland Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3009548,-76.578333,,,Yes
CASH0076,CASH0076,Corner Mart,101 South Payson,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2859852,-76.6482374,,,Yes
CASH0081,CASH0081,Crown Sunny Belair,5901 Belair Rd,Baltimore,MD,21206,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3452056,-76.5411733,,,Yes
CASH0106,CASH0106,Edmon Grocery Store,3624 Edmonson Ave,Baltimore,MD,21229,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2859,-76.6831,,,Yes
CASH0110,CASH0110,El Paisa Grocery,3414 Mt. Vermont Ave,Alexandria,VA,22305,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.83,-77.06,,,Yes
CASH0112,CASH0112,Essex Car Wash & Detailin,601 S Marlyn Ave,Essex,MD,21221,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.3027821,-76.4623806,,,Yes
CASH0117,CASH0117,Exxon Aquahart,720 Aquahart Dr,Glen Burnie,MD,21061,200,Route 200 Driver,Anne Arundel County,Anne Arundel County,Anne Arundel County,39.162,-76.6242,,2026-01-03,No
CASH0118,CASH0118,Exxon Belair,8101 Belair,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3768223,-76.5051612,,2024-08-09,Yes
CASH0119,CASH0119,Exxon Dogwood,6725 Dogwood Rd,Baltimore,MD,21207,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3209202,-76.7420412,,,Yes
CASH0121,CASH0121,Exxon Essex,2333 Eastern Blvd,Middle River,MD,21220,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.3333023,-76.433314,,,Yes
CASH0123,CASH0123,Exxon Glenmore,6109 Belair Rd,Baltimore,MD,21206,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3490699,-76.5363415,,,Yes
CASH0126,CASH0126,Exxon Mart 5600,5600 Reisterstown Rd,Baltimore,MD,21222,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3486932,-76.6923729,,,Yes
CASH0128,CASH0128,Exxon Mart Reisterstown,5600 Reisterstown Rd,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3486932,-76.6923729,,,Yes
CASH0130,CASH0130,Exxon Mulberry,513 West Mulberry St,Baltimore,MD,21201,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2936493,-76.6233565,,2026-01-06,No
CASH0134,CASH0134,Exxon Security,6600 Security Blvd,Baltimore,MD,21207,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3126595,-76.7356071,,,Yes
CASH0135,CASH0135,Ez Mart,4123 Agusta Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3002,-76.604,,,Yes
CASH0140,CASH0140,Family Food Mart,5413 York Rd,Baltimore,MD,21212,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.356076,-76.6095775,,,Yes
CASH0142,CASH0142,Family Jolly Grocery,1545 Payson St,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3064384,-76.6494118,2026-03-03,2026-01-16,No
CASH0145,CASH0145,Fast Stop Shop,1023 E Lombard St,Baltimore,MD,21202,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2892251,-76.6021014,,,Yes
CASH0146,CASH0146,Fayette Food Mart,1428 E Fayette,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.291031,-76.6547656,2026-03-05,,No
CASH0150,CASH0150,Five Stars Market,3325 E Baltimore,Baltimore,MD,21224,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2922954,-76.5695668,,,Yes
CASH0151,CASH0151,Food 2Go Grocery,1501 Baltimore St,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3125298,-76.6419689,,,Yes
CASH0152,CASH0152,Food City,3300 Eastern Ave,Baltimore,MD,21224,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2866527,-76.569793,,,Yes
CASH0153,CASH0153,Food City Express,630 N Franklingtown,Baltimore,MD,21216,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3095,-76.6558,,,Yes
CASH0155,CASH0155,Food Stop Mini Mart,2415 Frederick Ave,Baltimore,MD,21223,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2824322,-76.6551921,,,Yes
CASH0160,CASH0160,Four Seasons Mini Mart,W North 1228,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3105005,-76.6380643,,,Yes
CASH0161,CASH0161,Freddy Grocery Store,1655 N Bentalou,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3075465,-76.653708,,,Yes
CASH0163,CASH0163,Friends Food Mart,5211 Reisterstown Rd,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3435166,-76.683892,,2026-01-12,No
CASH0164,CASH0164,Fuel Gas,6100 Moravia Park Dr,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3151065,-76.5395705,,,Yes
CASH0165,CASH0165,Fulton Grocery,233 S Fulton Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2844312,-76.6447658,2026-03-05,,No
CASH0166,CASH0166,G Mart,1900 W Mosher St,Baltimore,MD,21217,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3072,-76.6353,,,Yes
CASH0167,CASH0167,Gamaliel Market,1710 West Pratt St,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2854548,-76.6442703,,,Yes
CASH0171,CASH0171,General Dollar & Grocery,2341 E Fayette St,Baltimore,MD,21224,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2942729,-76.5838242,,,Yes
CASH0172,CASH0172,Genesis Mercado Latino,32 N Dundalk Ave,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2595664,-76.5251074,,,Yes
CASH0179,CASH0179,Green Mount Carry Out,2400 Greenmount Ave,Baltimore,MD,21218,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3163428,-76.6097183,,,Yes
CASH0180,CASH0180,Greenline Grocery,2535 E Monument St,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2987382,-76.5811726,,2026-01-16,No
CASH0182,CASH0182,Greenmart Deli,1909 Greenmount Ave,Baltimore,MD,21218,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.311971,-76.6091763,,,Yes
CASH0183,CASH0183,Greenmount Carry Out,2400 Greenmount Ave,Baltimore,MD,21218,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3163428,-76.6097183,,,Yes
CASH0184,CASH0184,Greenmount Market & Yunch,1913 Greenmount Ave,Baltimore,MD,21218,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3120572,-76.6092576,,,Yes
CASH0186,CASH0186,Gruner's Market,101 N Monastery Ave,Baltimore,MD,21129,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2880681,-76.6759879,,,Yes
CASH0188,CASH0188,Gulf Quarterfield,7690 Quarterfield Rd,Glen Burnie,MD,21061,200,Route 200 Driver,Anne Arundel County,Anne Arundel County,Anne Arundel County,39.1491044,-76.6383865,,,Yes
CASH0189,CASH0189,H&B Deli And Grocery,900 N Broadway,Baltimore,MD,21205,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3005956,-76.5947636,,2026-01-15,No
CASH0191,CASH0191,Habib Grocery Store,5420 York Rd,Baltimore,MD,21212,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3561796,-76.6101227,,,Yes
CASH0193,CASH0193,Happy Market,1001 Greenmount Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3014758,-76.6070149,,,Yes
CASH0197,CASH0197,Harford Mini Mart,4600 Harford Rd,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3423359,-76.5702534,,,Yes
CASH0198,CASH0198,Hess York,9715 York Rd,Cockeysville,MD,21030,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.4576678,-76.6331397,,,Yes
CASH0200,CASH0200,Hoovers Liquors,7833 Wise Ave,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2669475,-76.4966965,,,Yes
CASH0202,CASH0202,International Frag Shop,208 West Saratoga St,Baltimore,MD,21201,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2929,-76.62,,2026-01-16,No
CASH0203,CASH0203,International Progreso Ma,6211 Belcrest T #4,Hyattsville,MD,20782,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.97,-76.958,,,Yes
CASH0204,CASH0204,J&J Market,1201 N Potomac St,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3051441,-76.5753729,,,Yes
CASH0210,CASH0210,Johnson Grocery,1741 Mccullough St,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2672,-76.606,,,Yes
CASH0211,CASH0211,Jollie Food Mart,1500 N Monroe St,Baltimore,MD,21217,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.305514,-76.6482705,,2026-01-13,No
CASH0215,CASH0215,Jr Mini Mart West N,2045 West N Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3094089,-76.6511418,,2026-01-12,No
CASH0216,CASH0216,Jusgos Deli & Groceries L,1837 Clifton Ave,Baltimore,MD,21217,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.311774,-76.6481386,,,Yes
CASH0220,CASH0220,Kenwood Grocery,530 N Kenwood Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2977848,-76.5782221,2026-03-04,,No
CASH0221,CASH0221,Khalifa Food Mart,1743 North Washington St,Baltimore,MD,21213,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3107315,-76.590083,,,Yes
CASH0223,CASH0223,King Grocery Mart,1703 West N Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3097551,-76.6451732,,,Yes
CASH0229,CASH0229,La Mixteca Grocery,13623 Georgia Ave,Silver Spring,MD,20906,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.0796269,-77.0719557,,,Yes
CASH0232,CASH0232,Legends Grocery,714 East Eager,Baltimore,MD,21202,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3014589,-76.6070356,,,Yes
CASH0233,CASH0233,Liberty Agustus,6035 Liberty Rd,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3369185,-76.713763,2026-03-04,,No
CASH0235,CASH0235,Liberty Food Market,1203 Greenmount Ave,Baltimore,MD,21202,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3039571,-76.6078648,,2026-01-09,No
CASH0239,CASH0239,Live Grocery Store,1527 Pennsylvania Av,Baltimore,MD,21217,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3025444,-76.6331096,,2025-12-11,No
CASH0240,CASH0240,Lotte Plaza International,13624 Georgia Ave,Silver Spring,MD,20906,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.0250591,-77.0459237,,,Yes
CASH0241,CASH0241,Luck Market,2511 E Fayette St,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2942637,-76.5812103,,,Yes
CASH0243,CASH0243,Luckies Superett,4225 Annapolis Rd,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2361305,-76.6410397,,,Yes
CASH0250,CASH0250,Malek 1,2526 Washington Blvd,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2664053,-76.6530422,,,Yes
CASH0251,CASH0251,Malek 2,1744 W North Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3101627,-76.6462304,,,Yes
CASH0252,CASH0252,Mama Africa Store,338 N Pulaski St,Baltimore,MD,21233,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.294,-76.6505,,,Yes
CASH0253,CASH0253,Mama Leah's,1500 Reisterstown Rd #222,Pikesville,MD,21208,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.3765,-76.731,2026-02-27,,No
CASH0255,CASH0255,Marathon York,7210 York Rd,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3836522,-76.6075132,,,Yes
CASH0258,CASH0258,Marymart,7400 Belair Rd,Nottingham,MD,21236,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.3614979,-76.5238085,,,Yes
CASH0259,CASH0259,Mculloh Convince Store,1100 Mc Culloh St,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2848,-76.5807,,,Yes
CASH0261,CASH0261,Md Mini Mart Deli,315 Sollers Point Rd,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2440368,-76.5093961,,,Yes
CASH0262,CASH0262,Me Latte LLC,201 N Charles St,Baltimore,MD,21201,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2913255,-76.6149686,,,Yes
CASH0263,CASH0263,Mega Spot,7452 German Hill Rd,Dundalk,MD,,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2802684,-76.509869,,,Yes
CASH0265,CASH0265,Metro Grocery Store,203 Saratoga,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.292806,-76.6183016,,2026-01-16,No
CASH0266,CASH0266,Michaelandgelos Pizza,100 E Patapsco,Baltimore,MD,21225,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2388886,-76.6106321,,,Yes
CASH0267,CASH0267,Migueleos,2011 Veirs Mill Rd,Rockville,MD,,200,Route 200 Driver,Montgomery County,Montgomery County,Montgomery County,39.0743692,-77.1130725,,,Yes
CASH0268,CASH0268,Miguelenos Latin Market,2011-C Mills Rd,Rockville,MD,20851,200,Route 200 Driver,Montgomery County,Montgomery County,Montgomery County,39.078,-77.126,,,Yes
CASH0271,CASH0271,Mini Mart,5307 York Rd,Baltimore,MD,21212,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3543143,-76.6096496,,2026-01-05,No
CASH0273,CASH0273,Mini Mart Deli,317 Sellers Point Rd,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2617,-76.5253,,,Yes
CASH0274,CASH0274,Mini Mart North Point,3203 North Point Rd,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2777166,-76.4854239,,,Yes
CASH0278,CASH0278,Moe's Mini Mart,9100 Bowlys Lane,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3229,-76.6035,,,Yes
CASH0283,CASH0283,Morrel Park,2527 Washington Blvd,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2660635,-76.6527113,,,Yes
CASH0285,CASH0285,Ms Mart,3910 W Belvedere Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3446308,-76.6824806,,2026-01-12,No
CASH0286,CASH0286,Narayan,1800 Russel St,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3042,-76.5789,,2026-01-15,No
CASH0288,CASH0288,Nephews Market,3219 Mcelderry Steet,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.257,-76.6278,,,Yes
CASH0290,CASH0290,New York Way Deli,3202 Chelsea Terrace,Baltimore,MD,21216,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3239635,-76.6836609,,,Yes
CASH0292,CASH0292,Ny Grocery,2704 W Spring Ln,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3396109,-76.66671,2026-03-04,,No
CASH0293,CASH0293,Nyc Grocery & Tobacco,2704 W Cold Spring Ln,Baltimore,MD,21215,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3396109,-76.66671,,,Yes
CASH0296,CASH0296,One Stop,4007 Frederick Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2816258,-76.6823808,2026-03-02,,No
CASH0299,CASH0299,One Stop Food Mart,1227 W Baltimore,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2884071,-76.6375983,,,Yes
CASH0306,CASH0306,Patapsco Grocery,921 E Patapsco St,Baltimore,MD,21209,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2775115,-76.6138288,,,Yes
CASH0308,CASH0308,Pekar Bakery,505 W Cold Spring Ln,Baltimore,MD,21210,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.344496,-76.6311814,,,Yes
CASH0311,CASH0311,Penn Mart 2338 Pennsylvan,2338 Pennsylvania Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3088786,-76.6413487,,,Yes
CASH0312,CASH0312,Plaza Bp,6220 Reisterstown Rd,Baltimore,MD,21215,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3540493,-76.6997554,,2026-01-12,No
CASH0313,CASH0313,Poplar Grocery,610 Poplar Rd,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3111343,-76.4824474,,,Yes
CASH0314,CASH0314,Pops Grocery And Tobbaco,4526 Reisterstown Rd,Baltimore,MD,21215,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3400163,-76.6709572,,,Yes
CASH0317,CASH0317,Q-Stop Convinience Market,5500 Gynn Oak,Baltimore,MD,21207,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3155,-76.6811,,,Yes
CASH0319,CASH0319,Quick Mart,8604 Loch Raven Blvd,Baltimore,MD,21287,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3952534,-76.5636086,,,Yes
CASH0320,CASH0320,Quick Mart Belair,6656 Belair Rd,Baltimore,MD,21206,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3552465,-76.5305558,,,Yes
CASH0321,CASH0321,Quick Mart Dundalk,2020 Merritt Blvd,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2597493,-76.5105913,,,Yes
CASH0323,CASH0323,Quick Mart Winsor,7410 Winsor Mill Rd,Baltimore,MD,21244,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3185,-76.727,,,Yes
CASH0326,CASH0326,Rap City Convenience,1645 W North Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3098092,-76.6439114,,2026-01-19,No
CASH0331,CASH0331,Reyes Grocery,801 N Bentalou St,Baltimore,MD,21216,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2971575,-76.6532121,,,Yes
CASH0333,CASH0333,Rfc Convenience,505 Avondale Rd,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2398717,-76.5070195,,,Yes
CASH0334,CASH0334,Rn5 Mart,600 N Highland Ave,Baltimore,MD,21205,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2983245,-76.5700128,,,Yes
CASH0337,CASH0337,Rosina Gourmet,300 E Lombard,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2883546,-76.6104271,,,Yes
CASH0338,CASH0338,Rosina Gourmet Inc Downto,300 E Lombard St Lbby 103,Baltimore,MD,21202,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2981,-76.6055,,2026-01-21,No
CASH0342,CASH0342,Royal Deli Grocery,4335 Belair,Baltimore,MD,21206,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3289671,-76.5639708,,,Yes
CASH0344,CASH0344,Russell Street Citgo Stat,1500 Russell St,Baltimore,MD,21230,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2744212,-76.6277904,,,Yes
CASH0345,CASH0345,S Mart,607 Frederick Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2809734,-76.672528,2026-03-04,,No
CASH0346,CASH0346,S&C Grocery,1300 W Lafayette,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2991789,-76.6388522,,,Yes
CASH0347,CASH0347,S&W Market,2100 Greenmount Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3136228,-76.609753,,,Yes
CASH0349,CASH0349,Sammy Family Food Store,1647 Wilkens Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2829297,-76.643318,,2026-01-14,No
CASH0352,CASH0352,Security Mall (Speedy Pla,6816 Reisterstown Rd,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3596383,-76.7072192,,,Yes
CASH0354,CASH0354,Shell 5000 Pulasky,5000 Pulaski Hwy,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.299691,-76.5554202,,,Yes
CASH0355,CASH0355,Shell Edmonson,4598 Edmondson Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.293507,-76.693768,2026-03-02,,No
CASH0356,CASH0356,Shell Security Blv.,6600 Security Blvd,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3126524,-76.7356265,,,Yes
CASH0358,CASH0358,Shop Express,5010 Frederick Ave,Baltimore,MD,21229,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2814238,-76.6977522,,,Yes
